TransactionID,ProductID,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
184,2081,2,Transfer,2025-08-24,-43,25.3,1087.9,TRF-3479,Warehouse Transfer,151,108,warehouse2,Transaction processed for WH_200 location,system,2025-08-24
185,3013,1,Sale,2025-12-28,-41,344.68,14131.88,SO-44441,Customer Sale,111,70,warehouse1,Transaction processed for WH_100 location,system,2025-12-28
186,1581,1,Return,2026-04-12,2,38.85,77.7,RET-39635,Customer Return,68,70,warehouse1,Transaction processed for WH_100 location,system,2026-04-12
187,1542,1,Transfer,2025-07-16,-25,90.83,2270.75,TRF-6601,Warehouse Transfer,115,90,warehouse2,Transaction processed for WH_100 location,system,2025-07-16
188,2071,1,Receipt,2026-01-24,167,21.76,3633.92,PO-9434,Purchase Order Receipt,104,271,system,Transaction processed for WH_100 location,system,2026-01-24
189,1571,1,Sale,2026-04-16,-40,109.65,4386.0,SO-94798,Customer Sale,141,101,warehouse1,Transaction processed for WH_100 location,system,2026-04-16
190,1571,1,Sale,2025-10-22,-40,109.65,4386.0,SO-93222,Customer Sale,305,265,warehouse1,Transaction processed for WH_100 location,system,2025-10-22
191,3022,1,Return,2026-04-13,5,282.02,1410.1,RET-55911,Customer Return,129,134,warehouse1,Transaction processed for WH_100 location,system,2026-04-13
192,1561,2,Sale,2025-07-19,-45,82.06,3692.7,SO-72079,Customer Sale,77,32,warehouse1,Transaction processed for Backup location,system,2025-07-19
193,2011,2,Receipt,2026-03-05,159,118.58,18854.22,PO-1058,Purchase Order Receipt,47,206,warehouse1,Transaction processed for Backup location,system,2026-03-05
194,2061,1,Receipt,2026-03-28,152,25.52,3879.04,PO-1031,Purchase Order Receipt,3,155,system,Transaction processed for WH_100 location,system,2026-03-28
195,3051,1,Sale,2025-07-27,-21,226.49,4756.29,SO-15367,Customer Sale,92,71,warehouse1,Transaction processed for WH_100 location,system,2025-07-27
196,3082,1,Damage,2025-09-11,-4,84.82,339.28,DMG-196,Warehouse Damage,87,83,system,Transaction processed for WH_100 location,system,2025-09-11
197,1581,1,Sale,2026-04-04,-30,48.56,1456.8,SO-62055,Customer Sale,125,95,warehouse1,Transaction processed for WH_100 location,system,2026-04-04
198,3104,2,Receipt,2025-10-28,184,123.56,22735.04,PO-9212,Purchase Order Receipt,130,314,warehouse1,Transaction processed for WH_200 location,system,2025-10-28
199,1572,3,Sale,2026-01-13,-50,222.59,11129.5,SO-15351,Customer Sale,139,89,warehouse2,Transaction processed for WH_500 location,system,2026-01-13
200,3022,2,Receipt,2025-12-25,150,338.79,50818.5,PO-3157,Purchase Order Receipt,14,164,warehouse1,Transaction processed for Backup location,system,2025-12-25
201,1522,2,Receipt,2025-11-06,55,167.2,9196.0,PO-4289,Purchase Order Receipt,23,78,system,Transaction processed for Backup location,system,2025-11-06
202,3062,3,Transfer,2025-11-05,-45,88.18,3968.1,TRF-9219,Warehouse Transfer,96,51,warehouse1,Transaction processed for WH_500 location,system,2025-11-05
203,1551,2,Receipt,2026-01-06,167,69.79,11654.93,PO-9690,Purchase Order Receipt,81,248,system,Transaction processed for Backup location,system,2026-01-06
204,2051,2,Sale,2026-02-26,-41,16.44,674.04,SO-20366,Customer Sale,72,31,system,Transaction processed for Backup location,system,2026-02-26
205,3091,2,Receipt,2025-12-29,200,458.42,91684.0,PO-8582,Purchase Order Receipt,115,315,warehouse1,Transaction processed for Backup location,system,2025-12-29
206,3082,1,Sale,2025-08-18,-42,84.82,3562.44,SO-77937,Customer Sale,178,136,warehouse1,Transaction processed for WH_100 location,system,2025-08-18
207,3071,2,Adjustment,2025-11-29,12,39.17,470.04,ADJ-207,Physical Count,95,107,system,Transaction processed for WH_200 location,system,2025-11-29
208,1511,2,Return,2025-10-02,2,257.57,515.14,RET-90185,Customer Return,212,214,warehouse1,Transaction processed for WH_200 location,system,2025-10-02
209,3071,2,Receipt,2025-08-25,34,37.25,1266.5,PO-8284,Purchase Order Receipt,38,72,system,Transaction processed for WH_200 location,system,2025-08-25
210,3091,2,Sale,2025-11-30,-8,456.94,3655.52,SO-54813,Customer Sale,95,87,warehouse1,Transaction processed for WH_200 location,system,2025-11-30
211,3091,2,Sale,2025-08-08,-9,456.94,4112.46,SO-64578,Customer Sale,130,121,warehouse2,Transaction processed for WH_200 location,system,2025-08-08
212,1541,2,Transfer,2026-02-09,-17,132.59,2254.03,TRF-9117,Warehouse Transfer,75,58,warehouse2,Transaction processed for Backup location,system,2026-02-09
213,3053,1,Transfer,2026-03-27,-18,180.15,3242.7,TRF-9065,Warehouse Transfer,18,0,warehouse2,Transaction processed for WH_100 location,system,2026-03-27
214,3032,1,Transfer,2026-03-06,-13,240.85,3131.05,TRF-1897,Warehouse Transfer,87,74,system,Transaction processed for WH_100 location,system,2026-03-06
215,1531,1,Adjustment,2026-03-26,-18,91.09,1639.62,ADJ-215,System Correction,45,27,system,Transaction processed for WH_100 location,system,2026-03-26
216,2051,2,Receipt,2025-07-25,173,16.01,2769.73,PO-4864,Purchase Order Receipt,27,200,system,Transaction processed for Backup location,system,2025-07-25
217,2061,1,Adjustment,2025-10-29,-5,25.72,128.6,ADJ-217,Cycle Count,169,164,warehouse1,Transaction processed for WH_100 location,system,2025-10-29
218,1561,2,Receipt,2026-04-24,196,84.69,16599.24,PO-3381,Purchase Order Receipt,92,288,warehouse2,Transaction processed for Backup location,system,2026-04-24
219,1531,1,Adjustment,2025-10-15,-16,91.09,1457.44,ADJ-219,System Correction,40,24,warehouse2,Transaction processed for WH_100 location,system,2025-10-15
220,3041,2,Sale,2026-02-12,-10,127.74,1277.4,SO-74136,Customer Sale,29,19,warehouse2,Transaction processed for Backup location,system,2026-02-12
221,3102,1,Receipt,2026-02-10,57,171.59,9780.63,PO-2396,Purchase Order Receipt,117,174,warehouse1,Transaction processed for WH_100 location,system,2026-02-10
222,3092,1,Sale,2025-09-27,-30,540.11,16203.3,SO-91613,Customer Sale,290,260,warehouse1,Transaction processed for WH_100 location,system,2025-09-27
223,3013,1,Damage,2026-04-02,-4,344.68,1378.72,DMG-223,Quality Issue,151,147,warehouse2,Transaction processed for WH_100 location,system,2026-04-02
224,1551,2,Receipt,2026-03-22,126,68.34,8610.84,PO-1788,Purchase Order Receipt,37,163,system,Transaction processed for Backup location,system,2026-03-22
225,1541,1,Sale,2025-10-10,-11,132.59,1458.49,SO-27413,Customer Sale,150,139,system,Transaction processed for WH_100 location,system,2025-10-10
226,2121,1,Sale,2025-12-10,-47,31.62,1486.14,SO-90843,Customer Sale,129,82,system,Transaction processed for WH_100 location,system,2025-12-10
227,3052,1,Receipt,2026-04-22,128,116.07,14856.96,PO-4623,Purchase Order Receipt,106,234,warehouse1,Transaction processed for WH_100 location,system,2026-04-22
228,3021,1,Receipt,2025-07-12,63,271.14,17081.82,PO-6260,Purchase Order Receipt,99,162,system,Transaction processed for WH_100 location,system,2025-07-12
229,2121,1,Sale,2026-02-17,-46,31.62,1454.52,SO-67723,Customer Sale,47,1,warehouse2,Transaction processed for WH_100 location,system,2026-02-17
230,1543,1,Receipt,2026-04-01,86,68.04,5851.44,PO-1498,Purchase Order Receipt,101,187,warehouse1,Transaction processed for WH_100 location,system,2026-04-01
231,3012,1,Transfer,2026-01-23,-46,659.11,30319.06,TRF-9286,Warehouse Transfer,217,171,warehouse1,Transaction processed for WH_100 location,system,2026-01-23
232,3092,1,Sale,2025-12-17,-18,540.11,9721.98,SO-52705,Customer Sale,292,274,system,Transaction processed for WH_100 location,system,2025-12-17
233,2081,2,Sale,2025-12-14,-24,25.3,607.2,SO-24296,Customer Sale,42,18,warehouse2,Transaction processed for WH_200 location,system,2025-12-14
234,3042,2,Receipt,2026-01-17,155,64.7,10028.5,PO-9503,Purchase Order Receipt,8,163,warehouse2,Transaction processed for Backup location,system,2026-01-17
235,3092,1,Sale,2025-10-31,-33,540.11,17823.63,SO-99132,Customer Sale,212,179,warehouse2,Transaction processed for WH_100 location,system,2025-10-31
236,3103,2,Receipt,2025-12-29,126,174.2,21949.2,PO-9929,Purchase Order Receipt,49,175,warehouse1,Transaction processed for Backup location,system,2025-12-29
237,2012,1,Receipt,2026-03-22,200,307.39,61478.0,PO-8816,Purchase Order Receipt,110,310,warehouse1,Transaction processed for WH_100 location,system,2026-03-22
238,3042,1,Receipt,2026-01-28,107,63.38,6781.66,PO-2546,Purchase Order Receipt,295,402,warehouse2,Transaction processed for WH_100 location,system,2026-01-28
239,3103,2,Receipt,2026-03-25,147,188.79,27752.13,PO-1826,Purchase Order Receipt,28,175,warehouse2,Transaction processed for Backup location,system,2026-03-25
240,2012,2,Sale,2026-03-16,-46,312.61,14380.06,SO-44582,Customer Sale,117,71,system,Transaction processed for Backup location,system,2026-03-16
241,2012,1,Sale,2025-11-24,-46,312.61,14380.06,SO-88832,Customer Sale,124,78,warehouse1,Transaction processed for WH_100 location,system,2025-11-24
242,3021,1,Damage,2026-02-07,-9,270.38,2433.42,DMG-242,Quality Issue,38,29,warehouse1,Transaction processed for WH_100 location,system,2026-02-07
243,2091,1,Sale,2025-09-06,-37,7.98,295.26,SO-97682,Customer Sale,56,19,warehouse1,Transaction processed for WH_100 location,system,2025-09-06
244,1512,1,Sale,2025-10-27,-44,219.21,9645.24,SO-67842,Customer Sale,83,39,warehouse1,Transaction processed for WH_100 location,system,2025-10-27
245,3104,2,Transfer,2025-09-10,-40,118.89,4755.6,TRF-4309,Warehouse Transfer,188,148,warehouse1,Transaction processed for WH_200 location,system,2025-09-10
246,1551,2,Sale,2025-07-06,-4,67.04,268.16,SO-92402,Customer Sale,4,0,system,Transaction processed for Backup location,system,2025-07-06
247,3101,1,Sale,2025-09-24,-43,114.44,4920.92,SO-56061,Customer Sale,91,48,system,Transaction processed for WH_100 location,system,2025-09-24
248,3013,1,Transfer,2025-09-16,-21,344.68,7238.28,TRF-9074,Warehouse Transfer,82,61,warehouse1,Transaction processed for WH_100 location,system,2025-09-16
249,3042,1,Receipt,2025-07-26,155,65.31,10123.05,PO-3558,Purchase Order Receipt,239,394,system,Transaction processed for WH_100 location,system,2025-07-26
250,2111,2,Sale,2025-07-25,-50,142.6,7130.0,SO-23828,Customer Sale,58,8,system,Transaction processed for WH_200 location,system,2025-07-25
251,2011,2,Adjustment,2025-11-27,17,124.64,2118.88,ADJ-251,System Correction,83,100,warehouse1,Transaction processed for Backup location,system,2025-11-27
252,3021,1,Sale,2026-01-03,-46,270.38,12437.48,SO-30145,Customer Sale,103,57,warehouse2,Transaction processed for WH_100 location,system,2026-01-03
253,3051,1,Transfer,2026-02-26,-16,226.49,3623.84,TRF-4513,Warehouse Transfer,26,10,system,Transaction processed for WH_100 location,system,2026-02-26
254,2051,2,Receipt,2026-01-24,94,16.34,1535.96,PO-9020,Purchase Order Receipt,95,189,warehouse1,Transaction processed for Backup location,system,2026-01-24
255,3042,1,Sale,2026-04-19,-3,62.54,187.62,SO-54748,Customer Sale,135,132,system,Transaction processed for WH_100 location,system,2026-04-19
256,3032,1,Receipt,2025-07-01,22,251.19,5526.18,PO-1704,Purchase Order Receipt,114,136,warehouse2,Transaction processed for WH_100 location,system,2025-07-01
257,3013,1,Transfer,2026-01-18,-7,344.68,2412.76,TRF-2485,Warehouse Transfer,7,0,system,Transaction processed for WH_100 location,system,2026-01-18
258,2121,1,Sale,2025-07-14,-10,31.62,316.2,SO-52799,Customer Sale,77,67,warehouse2,Transaction processed for WH_100 location,system,2025-07-14
259,2022,1,Damage,2025-09-26,-1,36.37,36.37,DMG-259,Warehouse Damage,148,147,system,Transaction processed for WH_100 location,system,2025-09-26
260,1511,2,Receipt,2026-01-02,40,322.52,12900.8,PO-2558,Purchase Order Receipt,174,214,warehouse2,Transaction processed for WH_200 location,system,2026-01-02
261,3101,1,Sale,2025-07-16,-11,114.44,1258.84,SO-91786,Customer Sale,123,112,warehouse1,Transaction processed for WH_100 location,system,2025-07-16
262,2012,2,Receipt,2026-02-15,175,323.11,56544.25,PO-5264,Purchase Order Receipt,122,297,system,Transaction processed for Backup location,system,2026-02-15
263,3042,2,Adjustment,2026-02-19,12,62.54,750.48,ADJ-263,Cycle Count,94,106,warehouse1,Transaction processed for Backup location,system,2026-02-19
264,3053,1,Receipt,2025-09-03,50,180.71,9035.5,PO-5023,Purchase Order Receipt,165,215,warehouse1,Transaction processed for WH_100 location,system,2025-09-03
265,1562,1,Receipt,2025-12-20,180,124.1,22338.0,PO-7491,Purchase Order Receipt,92,272,warehouse2,Transaction processed for WH_100 location,system,2025-12-20
266,1511,2,Transfer,2025-10-12,-8,321.96,2575.68,TRF-9502,Warehouse Transfer,217,209,system,Transaction processed for WH_200 location,system,2025-10-12
267,1541,2,Sale,2026-03-11,-33,132.59,4375.47,SO-39344,Customer Sale,97,64,warehouse1,Transaction processed for Backup location,system,2026-03-11
268,3091,2,Damage,2026-03-25,-10,456.94,4569.4,DMG-268,Quality Issue,194,184,warehouse1,Transaction processed for WH_200 location,system,2026-03-25
269,1541,1,Sale,2025-10-10,-42,132.59,5568.78,SO-35411,Customer Sale,116,74,warehouse2,Transaction processed for WH_100 location,system,2025-10-10
270,1552,2,Receipt,2025-12-27,52,60.61,3151.72,PO-9821,Purchase Order Receipt,210,262,system,Transaction processed for WH_200 location,system,2025-12-27
271,1541,2,Sale,2025-07-13,-10,132.59,1325.9,SO-46420,Customer Sale,56,46,warehouse1,Transaction processed for Backup location,system,2025-07-13
272,2051,2,Receipt,2026-03-11,139,16.22,2254.58,PO-5823,Purchase Order Receipt,42,181,warehouse2,Transaction processed for Backup location,system,2026-03-11
273,2091,1,Sale,2025-12-20,-30,7.98,239.4,SO-29016,Customer Sale,44,14,system,Transaction processed for WH_100 location,system,2025-12-20
274,2071,2,Sale,2026-03-07,-16,21.94,351.04,SO-46544,Customer Sale,46,30,system,Transaction processed for Backup location,system,2026-03-07
275,3071,2,Sale,2025-08-11,-15,39.17,587.55,SO-88182,Customer Sale,15,0,warehouse1,Transaction processed for WH_200 location,system,2025-08-11
276,3061,1,Sale,2025-09-11,-17,151.7,2578.9,SO-85045,Customer Sale,83,66,warehouse2,Transaction processed for WH_100 location,system,2025-09-11
277,3012,1,Transfer,2025-11-12,-19,659.11,12523.09,TRF-4942,Warehouse Transfer,221,202,warehouse1,Transaction processed for WH_100 location,system,2025-11-12
278,1551,1,Sale,2026-04-20,-37,67.04,2480.48,SO-55528,Customer Sale,53,16,warehouse1,Transaction processed for WH_100 location,system,2026-04-20
279,1561,1,Receipt,2025-09-11,67,83.52,5595.84,PO-9002,Purchase Order Receipt,93,160,warehouse2,Transaction processed for WH_100 location,system,2025-09-11
280,2111,2,Adjustment,2026-01-21,8,142.6,1140.8,ADJ-280,Physical Count,94,102,warehouse1,Transaction processed for WH_200 location,system,2026-01-21
281,3052,1,Receipt,2025-12-23,36,113.44,4083.84,PO-4836,Purchase Order Receipt,90,126,warehouse2,Transaction processed for WH_100 location,system,2025-12-23
282,2022,1,Damage,2026-03-22,-6,36.37,218.22,DMG-282,Quality Issue,92,86,system,Transaction processed for WH_100 location,system,2026-03-22
283,2112,1,Sale,2026-01-27,-3,66.6,199.8,SO-10706,Customer Sale,103,100,system,Transaction processed for WH_100 location,system,2026-01-27
284,1551,1,Receipt,2026-02-14,68,65.97,4485.96,PO-7300,Purchase Order Receipt,5,73,warehouse1,Transaction processed for WH_100 location,system,2026-02-14
285,3104,2,Sale,2026-01-04,-5,118.89,594.45,SO-88659,Customer Sale,39,34,warehouse2,Transaction processed for Backup location,system,2026-01-04
286,3053,1,Sale,2026-03-07,-8,180.15,1441.2,SO-58007,Customer Sale,148,140,warehouse2,Transaction processed for WH_100 location,system,2026-03-07
287,2071,2,Receipt,2026-04-21,75,21.43,1607.25,PO-4021,Purchase Order Receipt,78,153,system,Transaction processed for Backup location,system,2026-04-21
288,3101,1,Sale,2026-01-25,-35,114.44,4005.4,SO-94594,Customer Sale,81,46,warehouse2,Transaction processed for WH_100 location,system,2026-01-25
289,2121,1,Sale,2025-07-12,-25,31.62,790.5,SO-96948,Customer Sale,52,27,warehouse2,Transaction processed for WH_100 location,system,2025-07-12
290,3012,1,Receipt,2026-02-01,57,676.85,38580.45,PO-4642,Purchase Order Receipt,201,258,system,Transaction processed for WH_100 location,system,2026-02-01
291,1563,1,Sale,2025-12-16,-4,70.33,281.32,SO-49380,Customer Sale,43,39,warehouse2,Transaction processed for WH_100 location,system,2025-12-16
292,3042,2,Sale,2026-04-30,-4,62.54,250.16,SO-89460,Customer Sale,58,54,warehouse1,Transaction processed for Backup location,system,2026-04-30
293,2121,1,Sale,2025-11-01,-25,31.62,790.5,SO-62556,Customer Sale,116,91,warehouse2,Transaction processed for WH_100 location,system,2025-11-01
294,1523,2,Sale,2025-10-06,-27,54.46,1470.42,SO-81876,Customer Sale,64,37,warehouse2,Transaction processed for WH_200 location,system,2025-10-06
295,2011,1,Sale,2026-04-19,-13,124.64,1620.32,SO-75768,Customer Sale,13,0,warehouse1,Transaction processed for WH_100 location,system,2026-04-19
296,3021,1,Adjustment,2026-04-11,-10,270.38,2703.8,ADJ-296,System Correction,18,8,warehouse1,Transaction processed for WH_100 location,system,2026-04-11
297,1541,2,Sale,2025-10-23,-50,132.59,6629.5,SO-29318,Customer Sale,106,56,system,Transaction processed for Backup location,system,2025-10-23
298,1563,1,Receipt,2026-03-05,154,70.12,10798.48,PO-7090,Purchase Order Receipt,32,186,warehouse2,Transaction processed for WH_100 location,system,2026-03-05
299,1542,1,Sale,2025-12-28,-10,90.83,908.3,SO-99890,Customer Sale,191,181,warehouse2,Transaction processed for WH_100 location,system,2025-12-28
300,1551,1,Sale,2025-10-25,-13,67.04,871.52,SO-91865,Customer Sale,14,1,system,Transaction processed for WH_100 location,system,2025-10-25
301,3031,3,Transfer,2025-07-24,-25,419.97,10499.25,TRF-4640,Warehouse Transfer,25,0,warehouse1,Transaction processed for WH_500 location,system,2025-07-24
302,1521,2,Receipt,2025-09-01,79,123.38,9747.02,PO-4997,Purchase Order Receipt,46,125,warehouse1,Transaction processed for Backup location,system,2025-09-01
303,1553,1,Return,2025-11-21,4,73.1,292.4,RET-32426,Customer Return,187,191,system,Transaction processed for WH_100 location,system,2025-11-21
